filename,clean_filepath,noisy_filepath,speaker,noise_type,snr,length
p243_023,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_023_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_023_16k.wav,p243,metro,10.0,181120
p243_024,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_024_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_024_16k.wav,p243,metro,5.0,108480
p243_025,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_025_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_025_16k.wav,p243,metro,0.0,58720
p243_026,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_026_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_026_16k.wav,p243,restaurant,15.0,71040
p243_027,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_027_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_027_16k.wav,p243,restaurant,10.0,65280
p243_028,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_028_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_028_16k.wav,p243,restaurant,5.0,62080
p243_030,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_030_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_030_16k.wav,p243,restaurant,0.0,40800
p243_031,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_031_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_031_16k.wav,p243,ssn,15.0,56800
p243_032,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_032_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_032_16k.wav,p243,ssn,10.0,60960
p243_033,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_033_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_033_16k.wav,p243,ssn,5.0,67200
p243_034,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_034_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_034_16k.wav,p243,ssn,0.0,56223
p243_035,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_035_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_035_16k.wav,p243,station,15.0,241793
p243_036,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_036_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_036_16k.wav,p243,station,10.0,62698
p243_037,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_037_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_037_16k.wav,p243,station,5.0,53600
p243_038,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_038_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_038_16k.wav,p243,station,0.0,49120
p243_039,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_039_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_039_16k.wav,p243,traffic,15.0,44320
p243_040,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_040_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_040_16k.wav,p243,traffic,10.0,66787
p243_041,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_041_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_041_16k.wav,p243,traffic,5.0,57527
p243_042,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_042_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_042_16k.wav,p243,traffic,0.0,48960
p243_043,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_043_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_043_16k.wav,p243,babble,15.0,48640
p243_044,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_044_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_044_16k.wav,p243,babble,10.0,32000
p243_045,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_045_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_045_16k.wav,p243,babble,5.0,30560
p243_046,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_046_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_046_16k.wav,p243,babble,0.0,36289
p243_047,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_047_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_047_16k.wav,p243,cafeteria,15.0,52160
p243_048,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_048_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_048_16k.wav,p243,cafeteria,10.0,44480
p243_049,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_049_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_049_16k.wav,p243,cafeteria,5.0,34060
p243_050,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_050_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_050_16k.wav,p243,cafeteria,0.0,40549
p243_051,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_051_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_051_16k.wav,p243,car,15.0,41690
p243_052,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_052_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_052_16k.wav,p243,car,10.0,64800
p243_053,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_053_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_053_16k.wav,p243,car,5.0,69440
p243_054,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_054_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_054_16k.wav,p243,car,0.0,84640
p243_055,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_055_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_055_16k.wav,p243,kitchen,15.0,49774
p243_056,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_056_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_056_16k.wav,p243,kitchen,10.0,47040
p243_057,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_057_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_057_16k.wav,p243,kitchen,5.0,52826
p243_058,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_058_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_058_16k.wav,p243,kitchen,0.0,50080
p243_059,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_059_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_059_16k.wav,p243,meeting,15.0,41110
p243_060,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_060_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_060_16k.wav,p243,meeting,10.0,51201
p243_061,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_061_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_061_16k.wav,p243,meeting,5.0,52675
p243_062,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_062_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_062_16k.wav,p243,meeting,0.0,53972
p243_063,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_063_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_063_16k.wav,p243,metro,15.0,59520
p243_064,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_064_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_064_16k.wav,p243,metro,10.0,42961
p243_065,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_065_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_065_16k.wav,p243,metro,5.0,44892
p243_066,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_066_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_066_16k.wav,p243,metro,0.0,46240
p243_067,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_067_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_067_16k.wav,p243,restaurant,15.0,50234
p243_068,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_068_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_068_16k.wav,p243,restaurant,10.0,42560
p243_069,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_069_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_069_16k.wav,p243,restaurant,5.0,73600
p243_070,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_070_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_070_16k.wav,p243,restaurant,0.0,57920
p243_071,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_071_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_071_16k.wav,p243,ssn,15.0,48160
p243_072,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_072_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_072_16k.wav,p243,ssn,10.0,76321
p243_073,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_073_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_073_16k.wav,p243,ssn,5.0,68960
p243_074,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_074_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_074_16k.wav,p243,ssn,0.0,46080
p243_075,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_075_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_075_16k.wav,p243,station,15.0,61634
p243_076,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_076_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_076_16k.wav,p243,station,10.0,49415
p243_077,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_077_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_077_16k.wav,p243,station,5.0,53518
p243_078,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_078_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_078_16k.wav,p243,station,0.0,64000
p243_079,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_079_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_079_16k.wav,p243,traffic,15.0,53760
p243_080,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_080_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_080_16k.wav,p243,traffic,10.0,41207
p243_081,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_081_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_081_16k.wav,p243,traffic,5.0,44088
p243_082,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_082_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_082_16k.wav,p243,traffic,0.0,51200
p243_083,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_083_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_083_16k.wav,p243,babble,15.0,45978
p243_084,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_084_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_084_16k.wav,p243,babble,10.0,67246
p243_085,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_085_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_085_16k.wav,p243,babble,5.0,50034
p243_086,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_086_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_086_16k.wav,p243,babble,0.0,63029
p243_087,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_087_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_087_16k.wav,p243,cafeteria,15.0,73280
p243_088,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_088_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_088_16k.wav,p243,cafeteria,10.0,58880
p243_089,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_089_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_089_16k.wav,p243,cafeteria,5.0,50272
p243_090,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_090_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_090_16k.wav,p243,cafeteria,0.0,57280
p243_091,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_091_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_091_16k.wav,p243,car,15.0,52000
p243_092,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_092_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_092_16k.wav,p243,car,10.0,54720
p243_093,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_093_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_093_16k.wav,p243,car,5.0,48960
p243_094,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_094_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_094_16k.wav,p243,car,0.0,59073
p243_095,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_095_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_095_16k.wav,p243,kitchen,15.0,48470
p243_096,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_096_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_096_16k.wav,p243,kitchen,10.0,76695
p243_097,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_097_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_097_16k.wav,p243,kitchen,5.0,53607
p243_098,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_098_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_098_16k.wav,p243,kitchen,0.0,65600
p243_099,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_099_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_099_16k.wav,p243,meeting,15.0,45198
p243_100,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_100_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_100_16k.wav,p243,meeting,10.0,40371
p243_101,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_101_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_101_16k.wav,p243,meeting,5.0,52542
p243_102,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_102_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_102_16k.wav,p243,meeting,0.0,63563
p243_103,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_103_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_103_16k.wav,p243,metro,15.0,39379
p243_104,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_104_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_104_16k.wav,p243,metro,10.0,41847
p243_105,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_105_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_105_16k.wav,p243,metro,5.0,47844
p243_106,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_106_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_106_16k.wav,p243,metro,0.0,56640
p243_107,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_107_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_107_16k.wav,p243,restaurant,15.0,42400
p243_108,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_108_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_108_16k.wav,p243,restaurant,10.0,56480
p243_109,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_109_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_109_16k.wav,p243,restaurant,5.0,55200
p243_110,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_110_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_110_16k.wav,p243,restaurant,0.0,47647
p243_111,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_111_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_111_16k.wav,p243,ssn,15.0,76267
p243_112,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_112_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_112_16k.wav,p243,ssn,10.0,27556
p243_113,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_113_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_113_16k.wav,p243,ssn,5.0,28062
p243_114,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_114_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_114_16k.wav,p243,ssn,0.0,39613
p243_115,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_115_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_115_16k.wav,p243,station,15.0,34915
p243_116,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_116_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_116_16k.wav,p243,station,10.0,36495
p243_117,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_117_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_117_16k.wav,p243,station,5.0,37600
p243_118,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_118_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_118_16k.wav,p243,station,0.0,56800
p243_119,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_119_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_119_16k.wav,p243,traffic,15.0,61200
p243_120,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_120_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_120_16k.wav,p243,traffic,10.0,48160
p243_121,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_121_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_121_16k.wav,p243,traffic,5.0,49600
p243_122,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_122_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_122_16k.wav,p243,traffic,0.0,64651
p243_123,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_123_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_123_16k.wav,p243,babble,15.0,60160
p243_125,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_125_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_125_16k.wav,p243,babble,10.0,39481
p243_126,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/clean_trainset_26spk_wav_16k/p243_126_16k.wav,/mnt/beegfs/robotlearn/xbie/VoiceBankDemand/noisy_trainset_26spk_wav_16k/p243_126_16k.wav,p243,babble,5.0,39637
